name,label,concept
S1501_C02_036E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S1001_C02_003E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!6 to 11 years,GRANDCHILDREN CHARACTERISTICS
S2201_C04_008E,Estimate!!Percent households receiving food stamps/SNAP!!Households!!Nonfamily households,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1501_C02_033E,"Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher",EDUCATIONAL ATTAINMENT
S0601PR_C02_025E,Estimate!!Native; born in Puerto Rico!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English!!Speak English  \very well\,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1301_C01_003E,Estimate!!Total!!Women 15 to 50 years!!20 to 34 years,FERTILITY
S1101_C05_001E,Estimate!!Nonfamily household!!HOUSEHOLDS!!Total households,HOUSEHOLDS AND FAMILIES
S2702_C02_080E,Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Sales and office occupations,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1501_C02_034E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone,EDUCATIONAL ATTAINMENT
S1001_C02_001E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder,GRANDCHILDREN CHARACTERISTICS
S1301_C01_002E,Estimate!!Total!!Women 15 to 50 years!!15 to 19 years,FERTILITY
S0601PR_C02_024E,Estimate!!Native; born in Puerto Rico!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over!!Speak language other than English,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2702_C02_081E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Natural resources, construction, and maintenance occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1001_C02_006E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,GRANDCHILDREN CHARACTERISTICS
S1501_C02_031E,"Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino",EDUCATIONAL ATTAINMENT
S2701_C04_030E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In non-family households and other living arrangements,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S1101_C05_003E,Estimate!!Nonfamily household!!FAMILIES!!Total families,HOUSEHOLDS AND FAMILIES
S0601PR_C02_023E,Estimate!!Native; born in Puerto Rico!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2702_C02_082E,"Estimate!!Total Uninsured!!Civilian noninstitutionalized workers 16 years and over!!OCCUPATION!!Production, transportation, and material moving occupations",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2201_C04_005E,Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1501_C02_032E,"Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher",EDUCATIONAL ATTAINMENT
S1001_C02_007E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,GRANDCHILDREN CHARACTERISTICS
S0601PR_C02_022E,"Estimate!!Native; born in Puerto Rico!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!White alone, not Hispanic or Latino",SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2201_C04_004E,Estimate!!Percent households receiving food stamps/SNAP!!Households!!Married-couple family,FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1101_C05_002E,Estimate!!Nonfamily household!!HOUSEHOLDS!!Average household size,HOUSEHOLDS AND FAMILIES
S2702_C02_083E,Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings,SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1001_C02_004E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!AGE!!12 to 17 years,GRANDCHILDREN CHARACTERISTICS
S0102_C02_088E,Estimate!!60 years and over!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2701_C04_032E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Foreign born,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0601PR_C02_021E,Estimate!!Native; born in Puerto Rico!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Hispanic or Latino origin (of any race),SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S1101_C05_005E,Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years,HOUSEHOLDS AND FAMILIES
S2702_C02_084E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$1 to $4,999 or loss",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2201_C04_007E,"Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Female householder, no spouse present",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S0102_C02_089E,Estimate!!60 years and over!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1001_C02_005E,Estimate!!Total!!With grandparent responsible!!Grandchildren under 18 years living with a grandparent householder!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,GRANDCHILDREN CHARACTERISTICS
S1501_C02_030E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher,EDUCATIONAL ATTAINMENT
S2702_C02_085E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$5,000 to $14,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S2701_C04_031E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!NATIVITY AND U.S. CITIZENSHIP STATUS!!Native born,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2201_C04_006E,"Estimate!!Percent households receiving food stamps/SNAP!!Households!!Other family:!!Male householder, no spouse present",FOOD STAMPS/SUPPLEMENTAL NUTRITION ASSISTANCE PROGRAM (SNAP)
S1101_C05_004E,Estimate!!Nonfamily household!!FAMILIES!!Average family size,HOUSEHOLDS AND FAMILIES
S0601PR_C02_020E,Estimate!!Native; born in Puerto Rico!!Total population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,SELECTED CHARACTERISTICS OF THE TOTAL AND NATIVE POPULATIONS IN PUERTO RICO
S2303_C01_032E,Estimate!!Total!!Population 16 to 64 years!!Median age of workers 16 to 64 years,WORK STATUS IN THE PAST 12 MONTHS
S1301_C01_009E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,FERTILITY
S2702_C02_086E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$15,000 to $24,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1101_C05_007E,Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years and 6 to 17 years,HOUSEHOLDS AND FAMILIES
S2303_C01_033E,"Estimate!!Total!!Population 16 to 64 years!!Workers 16 to 64 years who worked full-time, year-round",WORK STATUS IN THE PAST 12 MONTHS
S1501_C02_040E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone,EDUCATIONAL ATTAINMENT
S1301_C01_008E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,FERTILITY
S2702_C02_087E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$25,000 to $34,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1703_C04_035E,Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Did not work,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S1101_C05_006E,Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!Under 6 years only,HOUSEHOLDS AND FAMILIES
S1101_C05_009E,Estimate!!Nonfamily household!!Total households,HOUSEHOLDS AND FAMILIES
S0502_C01_139E,Estimate!!Total!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2303_C01_030E,Estimate!!Total!!Population 16 to 64 years!!USUAL HOURS WORKED!!Did not work,WORK STATUS IN THE PAST 12 MONTHS
S2702_C02_088E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$35,000 to $49,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1101_C05_008E,Estimate!!Nonfamily household!!AGE OF OWN CHILDREN!!Households with own children of the householder under 18 years!!6 to 17 years only,HOUSEHOLDS AND FAMILIES
S0502_C01_138E,Estimate!!Total!!Occupied housing units!!VEHICLES AVAILABLE!!1 or more,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2303_C01_031E,Estimate!!Total!!Population 16 to 64 years!!Mean usual hours worked for workers,WORK STATUS IN THE PAST 12 MONTHS
S2702_C02_089E,"Estimate!!Total Uninsured!!EARNINGS IN THE PAST 12 MONTHS (IN 2020 INFLATION ADJUSTED DOLLARS)!!Civilian noninstitutionalized population 16 years and over with earnings!!$50,000 to $74,999",SELECTED CHARACTERISTICS OF THE UNINSURED IN THE UNITED STATES
S1301_C01_005E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,FERTILITY
S0502_C01_137E,Estimate!!Total!!Occupied housing units!!VEHICLES AVAILABLE!!None,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0503_C02_029E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1301_C01_004E,Estimate!!Total!!Women 15 to 50 years!!35 to 50 years,FERTILITY
S0502_C01_136E,Estimate!!Total!!Occupied housing units!!1.01 or more occupants per room,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0503_C02_028E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1301_C01_007E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,FERTILITY
S0502_C01_135E,Estimate!!Total!!Occupied housing units!!Median number of rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0503_C02_027E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1301_C01_006E,Estimate!!Total!!Women 15 to 50 years!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,FERTILITY
S0502_C01_134E,Estimate!!Total!!Occupied housing units!!ROOMS!!8 or more rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0503_C02_026E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0505_C01_020E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!85 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0502_C01_133E,Estimate!!Total!!Occupied housing units!!ROOMS!!6 or 7 rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S2701_C04_029E,"Estimate!!Uninsured!!Civilian noninstitutionalized population!!LIVING ARRANGEMENTS!!In family households!!In other families!!Female reference person, no spouse present",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0503_C02_025E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0505_C01_021E,Estimate!!Total!!Foreign-born population!!SEX AND AGE!!Median age (years),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0102_C02_090E,Estimate!!60 years and over!!Occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0502_C01_132E,Estimate!!Total!!Occupied housing units!!ROOMS!!4 or 5 rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C04_030E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!With any disability,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0503_C02_024E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0502_C01_131E,Estimate!!Total!!Occupied housing units!!ROOMS!!2 or 3 rooms,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S0503_C02_023E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S0502_C01_130E,Estimate!!Total!!Occupied housing units!!ROOMS!!1 room,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY PERIOD OF ENTRY INTO THE UNITED STATES
S1703_C04_032E,Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0503_C02_022E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!RACE AND HISPANIC OR LATINO ORIGIN!!One race,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2507_C02_020E,Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 2.0,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1703_C04_031E,Estimate!!Less than 125 percent of the poverty level!!Population for whom poverty status is determined!!DISABILITY STATUS!!No disability,SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0503_C02_021E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!SEX AND AGE!!Median age (years),SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2507_C02_021E,Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!2.0 to 2.9,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0503_C02_020E,Estimate!!Foreign born; Born in Europe!!Foreign-born population!!SEX AND AGE!!85 years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S1703_C04_034E,"Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked less than full-time, year-round",SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S2507_C02_022E,Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!RATIO OF VALUE TO HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!3.0 to 3.9,FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S1703_C04_033E,"Estimate!!Less than 125 percent of the poverty level!!WORK STATUS!!Population 16 to 64 years!!Worked full-time, year-round",SELECTED CHARACTERISTICS OF PEOPLE AT SPECIFIED LEVELS OF POVERTY IN THE PAST 12 MONTHS
S0902_C01_014E,"Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In female householder, no spouse present, family households",CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S0102_C02_098E,Estimate!!60 years and over!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0503_C02_042E,"Estimate!!Foreign born; Born in Europe!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school!!Nursery school, preschool",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2701_C04_046E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!Not in labor force,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2507_C02_035E,"Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!20 to 29 percent",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0902_C01_013E,"Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In male householder, no spouse present, family households",CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S0102_C02_099E,Estimate!!60 years and over!!Owner-occupied housing units!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0503_C02_041E,Estimate!!Foreign born; Born in Europe!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2701_C04_045E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!EMPLOYMENT STATUS!!Civilian noninstitutionalized population 19 to 64 years!!In labor force!!Unemployed,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2507_C02_036E,"Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than $20,000!!30 percent or more",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0902_C01_016E,Estimate!!Total!!Population 16 to 19 years,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S0505_C01_038E,"Estimate!!Total!!MARITAL STATUS!!Population 15  years and over!!Now married, except separated",SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S2701_C04_048E,"Estimate!!Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0102_C02_096E,Estimate!!60 years and over!!Occupied housing units!!SELECTED CHARACTERISTICS!!1.01 or more occupants per room,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0503_C02_040E,Estimate!!Foreign born; Born in Europe!!MARITAL STATUS!!Population 15  years and over!!Widowed,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  EUROPE
S2507_C02_037E,"Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0902_C01_015E,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In nonfamily households,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S0505_C01_039E,Estimate!!Total!!MARITAL STATUS!!Population 15  years and over!!Divorced or separated,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0102_C02_097E,Estimate!!60 years and over!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2701_C04_047E,Estimate!!Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years,SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S2507_C02_038E,"Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!Less than 20 percent",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0505_C01_036E,Estimate!!Total!!MARITAL STATUS!!Population 15  years and over,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0102_C02_094E,Estimate!!60 years and over!!Occupied housing units!!HOUSING TENURE!!Average household size of renter-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S2507_C02_039E,"Estimate!!Percent owner-occupied housing units without a mortgage!!Owner-occupied housing units without a mortgage!!MONTHLY HOUSING COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!$20,000 to $34,999!!20 to 29 percent",FINANCIAL CHARACTERISTICS FOR HOUSING UNITS WITHOUT A MORTGAGE
S0902_C01_010E,Estimate!!Total!!Population 15 to 19 years!!MARITAL STATUS AND FERTILITY!!Female!!Female with a birth in the past 12 months,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S2701_C04_049E,"Estimate!!Uninsured!!Civilian noninstitutionalized population!!WORK EXPERIENCE!!Civilian noninstitutionalized population 19 to 64 years!!Worked less than full-time, year round in the past 12 months",SELECTED CHARACTERISTICS OF HEALTH INSURANCE COVERAGE IN THE UNITED STATES
S0505_C01_037E,Estimate!!Total!!MARITAL STATUS!!Population 15  years and over!!Never married,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0102_C02_095E,Estimate!!60 years and over!!Occupied housing units!!SELECTED CHARACTERISTICS!!No telephone service available,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C03_031E,Estimate!!Widowed!!PERCENT ALLOCATED!!Marital status,MARITAL STATUS
S1501_C02_049E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races,EDUCATIONAL ATTAINMENT
S0102_C02_092E,Estimate!!60 years and over!!Occupied housing units!!HOUSING TENURE!!Renter-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S1201_C03_030E,Estimate!!Widowed!!LABOR FORCE PARTICIPATION!!Females 16 years and over!!In labor force,MARITAL STATUS
S0505_C01_034E,Estimate!!Total!!Foreign-born population!!Average  household size,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0102_C02_091E,Estimate!!60 years and over!!Occupied housing units!!HOUSING TENURE!!Owner-occupied housing units,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0902_C01_012E,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households!!In married-couple family households,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S0102_C02_093E,Estimate!!60 years and over!!Occupied housing units!!HOUSING TENURE!!Average household size of owner-occupied unit,POPULATION 60 YEARS AND OVER IN THE UNITED STATES
S0505_C01_035E,Estimate!!Total!!Foreign-born population!!Average family size,SELECTED CHARACTERISTICS OF THE FOREIGN-BORN POPULATION BY REGION OF BIRTH:  ASIA
S0902_C01_011E,Estimate!!Total!!HOUSEHOLD TYPE!!Population 15 to 19 years in households,CHARACTERISTICS OF TEENAGERS 15 TO 19 YEARS OLD
S1501_C02_047E,Estimate!!Percent!!RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher,EDUCATIONAL ATTAINMENT
